row_id;year_mid;Newbmag;bmag;vmag;vmagold;bmagerr;vmagerr;color_term;ut_start;jd_start;jd_mid;exptime;annular_bin;raj2000;dej2000;PHASE
414;1945.77797283;11.0174;11.0174;10.6264;10.6264;0.115785;0.367318;0.967191;10/11/45 09:37 PM;2431740.40111;2431740.40458;600;2;298.639363235;33.0015363365;#WERT!
413;1945.77797283;11.0798;11.0798;10.6888;10.6888;0.116214;0.368528;0.970232;10/11/45 09:37 PM;2431740.40111;2431740.40458;600;2;298.639401778;33.0015084006;#WERT!
525;1948.92062053;10.8786;10.8786;10.4876;10.4876;0.123652;0.440228;1.18632;12/02/48 06:07 PM;2432888.25492;2432888.25665;300;4;298.63963039;33.0015273354;#WERT!
349;1938.80453658;10.9793;10.9793;10.5883;10.5883;0.124587;0.34902;0.908662;10/21/38 08:19 PM;2429193.3466;2429193.35698;1800;5;298.639477168;33.0014389089;#WERT!
318;1938.6650343;11.1352;11.1352;10.7442;10.7442;0.126572;0.351516;0.913469;08/31/38 09:26 PM;2429142.39339;2429142.40378;1800;5;298.639069373;33.001503712;#WERT!
150;1936.68810134;10.8494;10.8494;10.4584;10.4584;0.127224;0.33;0.856455;09/08/36 07:47 PM;2428420.32451;2428420.32902;780;6;298.63906191;33.0016374351;#WERT!
151;1936.68810134;10.8833;10.8833;10.4923;10.4923;0.127381;0.326867;0.848389;09/08/36 07:47 PM;2428420.32451;2428420.32902;780;6;298.639294851;33.0015568685;#WERT!
1089;1960.85558312;11.0632;11.0632;10.6722;10.6722;0.128357;0.359839;0.934483;11/09/60 12:00 AM;2437249;2437247.50174;300;6;298.639447918;33.001493626;#WERT!
608;1951.75718466;10.9287;10.9287;10.5377;10.5377;0.129081;0.438604;1.17555;10/04/51 07:25 PM;2433924.30927;2433924.3117;420;4;298.639340604;33.0014621952;#WERT!
1088;1960.85558312;11.0356;11.0356;10.6446;10.6446;0.1298;0.358255;0.928677;11/09/60 12:00 AM;2437249;2437247.50174;300;6;298.639377418;33.0014292625;#WERT!
321;1938.64577474;11.0055;11.0055;10.6145;10.6145;0.130477;0.345164;0.892596;08/24/38 08:39 PM;2429135.36057;2429135.36922;1500;5;298.63938294;33.00142808;#WERT!
319;1938.6650343;11134;11.134;10.743;10743;0.132234;0.353754;0.913904;08/31/38 09:26 PM;2429142.39339;2429142.40378;1800;5;298.639140228;33.0015230265;#WERT!
369;1938.86721287;11.3339;11.3339;10.9429;10.9429;0.13292;0.349834;0.9026;11/13/38 05:44 PM;2429216.23911;2429216.2495;1800;5;298.639145603;33.0014580007;#WERT!
320;1938.64577474;11.0286;11.0286;10.6376;10.6376;0.134877;0.348645;0.897391;08/24/38 08:39 PM;2429135.36057;2429135.36922;1500;5;298.639341665;33.0015246001;#WERT!
201;1936.85228221;10.9605;10.9605;10.5695;10.5695;0.134957;0.349782;0.900361;11/07/36 07:01 PM;2428480.29262;2428480.29608;600;4;298.639535231;33.0014625232;#WERT!
607;1951.75718466;10.8997;10.8997;10.5087;10.5087;0.137053;0.440837;1.17495;10/04/51 07:25 PM;2433924.30927;2433924.3117;420;4;298.639399553;33.0016060167;#WERT!
350;1938.80453658;11025;11.025;10.634;10634;0.137851;0.352959;0.905909;10/21/38 08:19 PM;2429193.3466;2429193.35698;1800;5;298.639492173;33.0014810446;#WERT!
348;1938.80423792;11715;11.715;11.324;11324;0.139245;0.346668;0.887503;10/21/38 05:42 PM;2429193.23751;2429193.2479;1800;5;298.639017195;33.0015675724;#WERT!
200;1936.85228221;10.9335;10.9335;10.5425;10.5425;0.139545;0.342289;0.875583;11/07/36 07:01 PM;2428480.29262;2428480.29608;600;4;298.63953695;33.0014277733;#WERT!
368;1938.86721287;11.3691;11.3691;10.9781;10.9781;0.140027;0.352559;0.902501;11/13/38 05:44 PM;2429216.23911;2429216.2495;1800;5;298.639210858;33.0013697303;#WERT!
524;1948.92062053;10.8474;10.8474;10.4564;10.4564;0.140669;0.444051;1.18202;12/02/48 06:07 PM;2432888.25492;2432888.25665;300;4;298.639587896;33.0015280256;#WERT!
352;1938.80702374;11.0183;11.0183;10.6273;10.6273;0.140759;0.360613;0.923793;10/22/38 06:07 PM;2429194.25503;2429194.26542;1800;5;298.639416508;33.001446858;#WERT!
351;1938.80423792;11.7352;11.7352;11.3442;11.3442;0.14235;0.34895;0.890245;10/21/38 05:42 PM;2429193.23751;2429193.2479;1800;5;298.638981389;33.0015748819;#WERT!
430;1946.90551162;11.1324;11.1324;10.7414;10.7414;0.143448;0.349928;0.891667;11/27/46 05:39 PM;2432152.23604;2432152.23812;360;2;298.639405292;33.0014439909;#WERT!
317;1938.64597666;10.9678;10.9678;10.5768;10.5768;0.143809;0.378488;0.97125;08/24/38 10:30 PM;2429135.43812;2429135.44297;840;5;298.639143025;33.0014930878;#WERT!
431;1946.90551162;11.1751;11.1751;10.7841;10.7841;0.145369;0.353263;0.89855;11/27/46 05:39 PM;2432152.23604;2432152.23812;360;2;298.639325623;33.0014214935;#WERT!
331;1938.73065431;10.9706;10.9706;10.5796;10.5796;0.145773;0.338446;0.858691;09/24/38 08:39 PM;2429166.3611;2429166.37149;1800;5;298.639278109;33.001437005;#WERT!
147;1936.57088768;10.8364;10.8364;10.4454;10.4454;0.146866;0.336431;0.852235;07/28/36 12:07 AM;2428377.50495;2428377.51672;1800;6;298.638731313;33.001548154;#WERT!
445;1947.54119989;10.8373;10.8373;10.4463;10.4463;0.14743;0.342775;0.868162;07/17/47 10:07 PM;2432384.42188;2432384.42326;240;2;298.639167374;33.0014808014;#WERT!
422;1946.67601792;10.9456;10.9456;10.5546;10.5546;0.147665;0.37269;0.950184;09/04/46 09:52 PM;2432068.41139;2432068.41554;720;2;298.63921638;33.0013477439;#WERT!
322;1938.66767747;11.0583;11.0583;10.6673;10.6673;0.149154;0.352518;0.892243;09/01/38 08:36 PM;2429143.35881;2429143.3692;1800;5;298.639026768;33.0015271366;#WERT!
353;1938.80702374;11008;11.008;10.617;10617;0.149557;0.363843;0.922969;10/22/38 06:07 PM;2429194.25503;2429194.26542;1800;5;298.63941301;33.0014300787;#WERT!
245;1937.66584021;11.0941;11.0941;10.7031;10.7031;0.150204;0.306832;0.77522;08/31/37 10:35 PM;2428777.44122;2428777.44814;1200;8;298.639448835;33.0013065359;#WERT!
433;1946.95193746;11.1144;11.1144;10.7234;10.7234;0.150878;0.37119;0.942205;12/14/46 04:39 PM;2432169.19377;2432169.19516;240;2;298.63968003;33.0014435299;#WERT!
163;1936.70183476;11088;11.088;10.697;10697;0.151044;0.317225;0.799183;09/13/36 08:02 PM;2428425.33476;2428425.34514;1800;6;298.639014363;33.001557527;#WERT!
153;1936.68821038;10.9704;10.9704;10.5794;10.5794;0.15221;0.339329;0.85362;09/08/36 08:46 PM;2428420.36538;2428420.36884;600;6;298.639227795;33.0014585952;#WERT!
432;1946.95193746;11.1091;11.1091;10.7181;10.7181;0.152524;0.375163;0.951686;12/14/46 04:39 PM;2432169.19377;2432169.19516;240;2;298.639626308;33.0016163977;#WERT!
52;1929.88990871;11.03;11.03;10.639;10639;0.152858;0.330751;0.83076;11/21/29 06:53 PM;2425937.28742;2425937.28916;300;1;298.639388635;33.0013510135;#WERT!
330;1938.73065431;10.9976;10.9976;10.6066;10.6066;0.152976;0.343285;0.863103;09/24/38 08:39 PM;2429166.3611;2429166.37149;1800;5;298.639260232;33.0014302655;#WERT!
295;1937.88971197;11.0686;11.0686;10.6776;10.6776;0.153866;0.347724;0.873846;11/21/37 04:57 PM;2428859.20691;2428859.2173;1800;5;298.639561905;33.0014428268;#WERT!
323;1938.66767747;11.0888;11.0888;10.6978;10.6978;0.153944;0.353214;0.888549;09/01/38 08:36 PM;2429143.35881;2429143.3692;1800;5;298.639110095;33.0015172226;#WERT!
444;1947.54119989;10.8421;10.8421;10.4511;10.4511;0.15479;0.342676;0.859349;07/17/47 10:07 PM;2432384.42188;2432384.42326;240;2;298.639143911;33.0013704744;#WERT!
152;1936.68821038;11.0006;11.0006;10.6096;10.6096;0.154985;0.341033;0.8548;09/08/36 08:46 PM;2428420.36538;2428420.36884;600;6;298.638995346;33.0015421937;#WERT!
143;1936.57088768;10.8742;10.8742;10.4832;10.4832;0.155273;0.342856;0.859249;07/28/36 12:07 AM;2428377.50495;2428377.51672;1800;6;298.638843715;33.0014945146;#WERT!
428;1946.88919099;10.9689;10.9689;10.5779;10.5779;0.155523;0.361226;0.908678;11/21/46 06:35 PM;2432146.27493;2432146.27701;360;2;298.639246069;33.0014267046;#WERT!
162;1936.70183476;11.0882;11.0882;10.6972;10.6972;0.155636;0.32105;0.803154;09/13/36 08:02 PM;2428425.33476;2428425.34514;1800;6;298.638908159;33.0016530206;#WERT!
51;1929.88990871;11004;11.004;10.613;10613;0.15661;0.330814;0.826455;11/21/29 06:53 PM;2425937.28742;2425937.28916;300;1;298.639438134;33.0013291249;#WERT!
294;1937.88971197;11.0907;11.0907;10.6997;10.6997;0.156642;0.348306;0.87209;11/21/37 04:57 PM;2428859.20691;2428859.2173;1800;5;298.639688229;33.0012854586;#WERT!
244;1937.66584021;11.0283;11.0283;10.6373;10.6373;0.156657;0.307967;0.770291;08/31/37 10:35 PM;2428777.44122;2428777.44814;1200;8;298.639451739;33.0011903126;#WERT!
423;1946.67601792;10.8664;10.8664;10.4754;10.4754;0.157811;0.376526;0.949317;09/04/46 09:52 PM;2432068.41139;2432068.41554;720;2;298.639135243;33.0015266062;#WERT!
429;1946.81550975;10.8364;10.8364;10.4454;10.4454;0.157889;0.359082;0.899889;10/25/46 08:40 PM;2432119.36147;2432119.36494;600;2;298.639461823;33.0014035867;#WERT!
119;1936.21535061;11.2623;11.2623;10.8713;10.8713;0.15839;0.33971;0.847234;03/20/36 03:42 AM;2428247.65439;2428247.65681;420;7;298.639134101;33.0014931557;#WERT!
220;1973.65222225;10.9703;10.9703;10.5793;10.5793;0.158723;0.343043;0.855577;08/26/73 11:14 PM;2441921.46863;2441921.47418;960;5;298.639399745;33.0015123543;#WERT!
310;1938.32315815;10858;10.858;10.467;10467;0.158886;0.311025;0.774863;04/29/38 12:33 AM;2429017.52312;2429017.53351;1800;5;298.638998344;33.0015368689;#WERT!
209;1936.86314778;11.3232;11.3232;10.9322;10.9322;0.158927;0.334749;0.833715;11/11/36 06:11 PM;2428484.2578;2428484.26473;1200;4;298.639571207;33.0015450999;#WERT!
475;1947.76533049;11.2023;11.2023;10.8113;10.8113;0.158935;0.470927;1.25552;10/07/47 06:49 PM;2432466.28454;2432466.28696;420;6;298.639511735;33.0011104789;#WERT!
296;1937.89257162;11.0913;11.0913;10.7003;10.7003;0.158966;0.318151;0.792001;11/22/37 06:07 PM;2428860.25486;2428860.26178;1200;8;298.639615816;33.0013470538;#WERT!
218;1973.65222225;11.0044;11.0044;10.6134;10.6134;0.159336;0.341573;0.850959;08/26/73 11:14 PM;2441921.46863;2441921.47418;960;5;298.639393101;33.0015077733;#WERT!
550;1949.73117604;10.9195;10.9195;10.5285;10.5285;0.159958;0.438413;1.1406;09/24/49 07:25 PM;2433184.30963;2433184.31205;420;5;298.639506058;33.0014471758;#WERT!
383;1939.68626198;11.3916;11.3916;11.0006;11.0006;0.160905;0.312825;0.776698;09/08/39 09:33 PM;2429515.39853;2429515.40719;1500;8;298.639421798;33.0014856884;#WERT!
418;1946.64310173;11.5117;11.5117;11.1207;11.1207;0.161528;0.431188;1.1145;08/23/46 09:18 PM;2432056.38771;2432056.39291;900;2;298.639166188;33.0012979257;#WERT!
206;1936.86310036;11.5612;11.5612;11.1702;11.1702;0.161542;0.310298;0.769855;11/11/36 05:46 PM;2428484.24049;2428484.24741;1200;8;298.639477037;33.0015056016;#WERT!
380;1939.68348607;11.1049;11.1049;10.7139;10.7139;0.161851;0.308864;0.766057;09/07/39 09:13 PM;2429514.38463;2429514.39329;1500;8;298.639157644;33.0015832469;#WERT!
167;1936.70751073;10.9381;10.9381;10.5471;10.5471;0.161997;0.319264;0.790989;09/15/36 09:47 PM;2428427.40791;2428427.41829;1800;5;298.639060269;33.0014591905;#WERT!
207;1936.86310036;11.5807;11.5807;11.1897;11.1897;0.162082;0.306615;0.760448;11/11/36 05:46 PM;2428484.24049;2428484.24741;1200;8;298.639521757;33.0014665484;#WERT!
104;1935.83116832;10.9655;10.9655;10.5745;10.5745;0.162236;0.332954;0.82502;10/31/35 07:57 PM;2428107.33146;2428107.33423;480;7;298.639263582;33.0014179071;#WERT!
118;1936.21535061;11266;11.266;10.875;10875;0.162295;0.344116;0.854002;03/20/36 03:42 AM;2428247.65439;2428247.65681;420;7;298.639081122;33.0015363224;#WERT!
169;1936.71019179;10.9866;10.9866;10.5956;10.5956;0.162298;0.309881;0.767917;09/16/36 09:17 PM;2428428.38716;2428428.39755;1800;5;298.639237656;33.0014485227;#WERT!
427;1946.88919099;10979;10.979;10.588;10588;0.163089;0.365171;0.910426;11/21/46 06:35 PM;2432146.27493;2432146.27701;360;2;298.639256734;33.0014072661;#WERT!
297;1937.89257162;11.0593;11.0593;10.6683;10.6683;0.163221;0.316406;0.782475;11/22/37 06:07 PM;2428860.25486;2428860.26178;1200;8;298.639271411;33.0014542829;#WERT!
29;1957.41409844;11.0462;11.0462;10.6552;10.6552;0.163238;0.436937;1.13155;05/31/57 11:54 PM;2435990496;2435990.49946;600;5;298.63911266;33.0014711861;#WERT!
382;1939.68626198;11.3886;11.3886;10.9976;10.9976;0.163559;0.310663;0.768204;09/08/39 09:33 PM;2429515.39853;2429515.40719;1500;8;298.639432064;33.0015830879;#WERT!
140;1936.54346257;10.8985;10.8985;10.5075;10.5075;0.164129;0.352391;0.873861;07/17/36 11:44 PM;2428367.48932;2428367.4997;1800;6;298.638928304;33.0015526941;#WERT!
1106;1962.558462;10.8402;10.8402;10.4492;10.4492;0.165017;0.312465;0.770679;07/23/62 11:23 PM;2437869.47443;2437869.47825;660;8;298.639561465;33.001633483;#WERT!
25;1957.41137707;10.8567;10.8567;10.4657;10.4657;0.165137;0.39754;1.00276;05/31/57 12:02 AM;2435989.50201;2435989.50547;600;7;298.639384864;33.0014672451;#WERT!
61;1931.64533005;11.2754;11.2754;10.8844;10.8844;0.165403;0.327785;0.807899;08/24/31 10:55 PM;2426578.4549;2426578.4568;300;8;298.639322273;33.0015840185;#WERT!
168;1936.71019179;10.9816;10.9816;10.5906;10.5906;0.165483;0.311075;0.766756;09/16/36 09:17 PM;2428428.38716;2428428.39755;1800;5;298.639125229;33.0014818912;#WERT!
1107;1962.558462;10.8725;10.8725;10.4815;10.4815;0.166115;0.316229;0.778381;07/23/62 11:23 PM;2437869.47443;2437869.47825;660;8;298.63950873;33.0015249768;#WERT!
208;1936.86314778;11.3545;11.3545;10.9635;10.9635;0.166282;0.341597;0.842325;11/11/36 06:11 PM;2428484.2578;2428484.26473;1200;4;298.639455071;33.0015709286;#WERT!
338;1938.78517126;11.6477;11.6477;11.2567;11.2567;0.166329;0.315728;0.776888;10/14/38 06:32 PM;2429186.27289;2429186.2838;1800;6;298.638853229;33.0016120861;#WERT!
193;1936.76758751;10.9403;10.9403;10.5493;10.5493;0.167628;0.321253;0.788751;10/07/36 08:25 PM;2428449.35095;2428449.36134;1800;5;298.63927917;33.0013097961;#WERT!
64;1931.69162363;11.0185;11.0185;10.6275;10.6275;0.167811;0.311881;0.765702;09/10/31 08:38 PM;2426595.36034;2426595.36553;900;7;298.639508119;33.0012432255;#WERT!
339;1938.78517126;11.6529;11.6529;11.2619;11.2619;0.167861;0.315482;0.774322;10/14/38 06:32 PM;2429186.27289;2429186.2838;1800;6;298.639335198;33.0014632448;#WERT!
426;1946.81550975;10.8524;10.8524;10.4614;10.4614;0.1679;0.360884;0.892337;10/25/46 08:40 PM;2432119.36147;2432119.36494;600;2;298.639524946;33.0014450027;#WERT!
166;1936.70751073;10.9169;10.9169;10.5259;10.5259;0.168767;0.324644;0.7957;09/15/36 09:47 PM;2428427.40791;2428427.41829;1800;5;298.63903585;33.0015159707;#WERT!
304;1937.90635844;10.9747;10.9747;10.5837;10.5837;0.169645;0.326515;0.799241;11/27/37 06:53 PM;2428865.28703;2428865.29742;1800;7;298.639149358;33.0014975492;#WERT!
399;1941.72592718;11.0573;11.0573;10.6663;10.6663;0.170333;0.340724;0.834792;09/22/41 09:13 PM;2430260.38451;2430260.3949;1800;8;298.639507637;33.0015600574;#WERT!
314;1938.64597666;10.9548;10.9548;10.5638;10.5638;0.170379;0.361196;0.889979;08/24/38 10:30 PM;2429135.43812;2429135.44297;840;5;298.639241767;33.0014583524;#WERT!
420;1946.64574866;11005;11.005;10.614;10614;0.170517;0.38995;0.972837;08/24/46 08:31 PM;2432057.35554;2432057.3597;720;2;298.639352022;33.0014322915;#WERT!
567;1950.61309011;11.2832;11.2832;10.8922;10.8922;0.171059;0.436865;1.12126;08/12/50 10:05 PM;2433506.42078;2433506.43116;1800;6;298.63945433;33.0015179388;#WERT!
141;1936.54346257;10.7891;10.7891;10.3981;10.3981;0.171764;0.356619;0.875527;07/17/36 11:44 PM;2428367.48932;2428367.4997;1800;6;298.638816074;33.0015139187;#WERT!
363;1938.88393644;11.1736;11.1736;10.7826;10.7826;0.17181;0.383904;0.953149;11/19/38 08:20 PM;2429222.3474;2429222.35778;1800;5;298.639359812;33.0014342713;#WERT!
212;1936.93993959;11.0385;11.0385;10.6475;10.6475;0.171888;0.305695;0.745689;12/09/36 07:15 PM;2428512.30255;2428512.31293;1800;5;298.639356983;33.0015901264;#WERT!
301;1937.90635844;10.9997;10.9997;10.6087;10.6087;0.17223;0.332013;0.809763;11/27/37 06:53 PM;2428865.28703;2428865.29742;1800;7;298.639232702;33.0013181713;#WERT!
190;1936.76758751;10.9039;10.9039;10.5129;10.5129;0.17239;0.324322;0.790145;10/07/36 08:25 PM;2428449.35095;2428449.36134;1800;5;298.638711089;33.0014363454;#WERT!
164;1936.70462343;10.8643;10.8643;10.4733;10.4733;0.172906;0.319209;0.776809;09/14/36 08:28 PM;2428426.35315;2428426.36371;1800;5;298.639075944;33.0014206147;#WERT!
759;1953.76407683;10.8979;10.8979;10.5069;10.5069;0.173133;0.302536;0.736651;10/06/53 07:41 PM;2434657.32041;2434657.32907;1080;6;298.639361465;33.0014539062;#WERT!
63;1931.69162363;10.9987;10.9987;10.6077;10.6077;0.173524;0.316049;0.768268;09/10/31 08:38 PM;2426595.36034;2426595.36553;900;7;298.639379172;33.0014049691;#WERT!
381;1939.68348607;11.1106;11.1106;10.7196;10.7196;0.17372;0.315324;0.766247;09/07/39 09:13 PM;2429514.38463;2429514.39329;1500;8;298.639084496;33.0017234972;#WERT!
30;1957.41409844;10.9741;10.9741;10.5831;10.5831;0.173897;0.442969;1.13814;05/31/57 11:54 PM;2435990496;2435990.49946;600;5;298.639122558;33.0014596816;#WERT!
311;1938.32315815;10.8396;10.8396;10.4486;10.4486;0.174034;0.320263;0.777897;04/29/38 12:33 AM;2429017.52312;2429017.53351;1800;5;298.639018738;33.0014709124;#WERT!
401;1941.72858362;11.0394;11.0394;10.6484;10.6484;0.174378;0.336935;0.81956;09/23/41 08:30 PM;2430261.35478;2430261.36517;1800;8;298.639388691;33.0014841076;#WERT!
125;1936.37923998;11.4002;11.4002;11.0092;11.0092;0.174454;0.339939;0.827275;05/19/36 12:10 AM;2428307.50701;2428307.5174;1800;6;298.638950065;33.0015710522;#WERT!
354;1938.80743287;10.9635;10.9635;10.5725;10.5725;0.174727;0.323426;0.784793;10/22/38 09:42 PM;2429194.40447;2429194.41486;1800;6;298.639406236;33.0013025296;#WERT!
62;1931.64533005;11.2381;11.2381;10.8471;10.8471;0.174828;0.335429;0.815063;08/24/31 10:55 PM;2426578.4549;2426578.4568;300;8;298.639276506;33.0015720924;#WERT!
154;1936.69083645;10832;10.832;10.441;10441;0.175192;0.326608;0.79212;09/09/36 07:37 PM;2428421.31763;2428421.32802;1800;6;298.639128222;33.0015928854;#WERT!
26;1957.41137707;10.8538;10.8538;10.4628;10.4628;0.175264;0.404421;1.01072;05/31/57 12:02 AM;2435989.50201;2435989.50547;600;7;298.639394301;33.0014762212;#WERT!
365;1938.88628947;11.1093;11.1093;10.7183;10.7183;0.175328;0.332411;0.806641;11/20/38 04:57 PM;2429223.20684;2429223.21723;1800;6;298.63890188;33.0015439446;#WERT!
758;1953.76407683;10.9001;10.9001;10.5091;10.5091;0.1757;0.30263;0.733427;10/06/53 07:41 PM;2434657.32041;2434657.32907;1080;6;298.639307068;33.0014591618;#WERT!
275;1937.74777326;10.9194;10.9194;10.5284;10.5284;0.175971;0.296972;0.720017;09/30/37 08:44 PM;2428807.36414;2428807.37418;1680;7;298.639503143;33.0013171558;#WERT!
204;1936.86303968;11.3244;11.3244;10.9334;10.9334;0.176219;0.306215;0.741118;11/11/36 05:09 PM;2428484.21485;2428484.22524;1800;5;298.63898641;33.0016078113;#WERT!
34;1957.80506635;11.5218;11.5218;11.1308;11.1308;0.176574;0.41838;1.05311;10/21/57 07:10 PM;2436133.29875;2436133.30049;300;5;298.63939644;33.0014723673;#WERT!
274;1937.74777326;10.9185;10.9185;10.5275;10.5275;0.176606;0.2962;0.717396;09/30/37 08:44 PM;2428807.36414;2428807.37418;1680;7;298.639359641;33.0014341382;#WERT!
291;1937.83822358;11.0658;11.0658;10.6748;10.6748;0.176797;0.340882;0.826581;11/02/37 09:37 PM;2428840.40078;2428840.41116;1800;6;298.639376906;33.0013593468;#WERT!
177;1972.54885105;11.1031;11.1031;10.7121;10.7121;0.177037;0.345995;0.839756;07/19/72 11:07 PM;2441518.46369;2441518.46785;720;6;298.639395604;33.0014913188;#WERT!
105;1935.83116832;10.9644;10.9644;10.5734;10.5734;0.177187;0.339678;0.822899;10/31/35 07:57 PM;2428107.33146;2428107.33423;480;7;298.638827183;33.001434323;#WERT!
402;1941.72858362;11.0534;11.0534;10.6624;10.6624;0.177254;0.336709;0.815086;09/23/41 08:30 PM;2430261.35478;2430261.36517;1800;8;298.639491077;33.0013976913;#WERT!
329;1938.71420664;11.0345;11.0345;10.6435;10.6435;0.177411;0.32312;0.780399;09/18/38 08:29 PM;2429160.35359;2429160.36398;1800;5;298.639194707;33.0014864306;#WERT!
165;1936.70462343;10.8688;10.8688;10.4778;10.4778;0.177684;0.32301;0.779755;09/14/36 08:28 PM;2428426.35315;2428426.36371;1800;5;298.639409625;33.0013708679;#WERT!
161;1936.69905127;10.9571;10.9571;10.5661;10.5661;0.177699;0.314651;0.75924;09/12/36 07:38 PM;2428424.31809;2428424.32848;1800;6;298.638960154;33.0015997239;#WERT!
400;1941.72592718;11.0999;11.0999;10.7089;10.7089;0.177765;0.346175;0.839242;09/22/41 09:13 PM;2430260.38451;2430260.3949;1800;8;298.639661788;33.0014522832;#WERT!
205;1936.86303968;11.3327;11.3327;10.9417;10.9417;0.177993;0.307513;0.741765;11/11/36 05:09 PM;2428484.21485;2428484.22524;1800;5;298.638942156;33.0015828911;#WERT!
549;1949.73117604;10.9057;10.9057;10.5147;10.5147;0.178202;0.445348;1.14044;09/24/49 07:25 PM;2433184.30963;2433184.31205;420;5;298.639430634;33.0014121619;#WERT!
132;1936.46121381;11.3007;11.3007;10.9097;10.9097;0.178327;0.354337;0.860455;06/17/36 10:45 PM;2428337.44795;2428337.45834;1800;7;298.638815579;33.0017365936;#WERT!
340;1938.78793151;11.0261;11.0261;10.6351;10.6351;0.17844;0.32023;0.771843;10/15/38 06:45 PM;2429187.2816;2429187.29198;1800;6;298.638871894;33.0014507572;#WERT!
14;1957.39771619;10.9877;10.9877;10.5967;10.5967;0.178523;0.430787;1.09096;05/26/57 12:17 AM;2435984.51237;2435984.51584;600;1;298.639328545;33.0014531721;#WERT!
178;1972.54885105;11.1106;11.1106;10.7196;10.7196;0.178921;0.348129;0.842872;07/19/72 11:07 PM;2441518.46369;2441518.46785;720;6;298.639354373;33.0015173428;#WERT!
211;1936.92349051;10.9643;10.9643;10.5733;10.5733;0.179013;0.311449;0.74973;12/03/36 07:06 PM;2428506.29625;2428506.30491;1500;5;298.639499851;33.0013428464;#WERT!
227;1937.27751589;10992;10.992;10.601;10601;0.179061;0.305069;0.734542;04/12/37 02:32 AM;2428635.60575;2428635.61268;1200;5;298.638861354;33.0014476199;#WERT!
316;1938.38867105;10.9088;10.9088;10.5178;10.5178;0.17915;0.319001;0.767848;05/22/38 10:50 PM;2429041.45171;2429041.4621;1800;5;298.639549546;33.0012811895;#WERT!
386;1940.74830209;11.1047;11.1047;10.7137;10.7137;0.179205;0.339419;0.819457;09/30/40 07:31 PM;2429903.31388;2429903.31734;600;8;298.639296927;33.0017921017;#WERT!
112;1935.87198662;11.0088;11.0088;10.6178;10.6178;0.179943;0.305928;0.735342;11/15/35 05:35 PM;2428122.23266;2428122.24311;1800;6;298.63907894;33.0014879174;#WERT!
443;1947.38793294;11.5961;11.5961;11.2051;11.2051;0.180271;0.314945;0.756413;05/22/47 10:22 PM;2432328.43212;2432328.44251;1800;3;298.639340708;33.0013794898;#WERT!
210;1936.92349051;10983;10.983;10.592;10592;0.180316;0.311657;0.748428;12/03/36 07:06 PM;2428506.29625;2428506.30491;1500;5;298.639196973;33.0014451143;#WERT!
155;1936.69083645;10.8227;10.8227;10.4317;10.4317;0.180841;0.328416;0.788942;09/09/36 07:37 PM;2428421.31763;2428421.32802;1800;6;298.639173855;33.0015809896;#WERT!
213;1936.93993959;11.0039;11.0039;10.6129;10.6129;0.18086;0.314242;0.753893;12/09/36 07:15 PM;2428512.30255;2428512.31293;1800;5;298.639239622;33.0014566727;#WERT!
342;1938.79337708;10.9923;10.9923;10.6013;10.6013;0.180871;0.331832;0.797572;10/17/38 06:29 PM;2429189.27059;2429189.28098;1800;6;298.639466358;33.001443606;#WERT!
421;1946.64574866;11.0226;11.0226;10.6316;10.6316;0.180962;0.394475;0.972369;08/24/46 08:31 PM;2432057.35554;2432057.3597;720;2;298.639300521;33.0013603215;#WERT!
344;1938.80156347;10.9028;10.9028;10.5118;10.5118;0.181136;0.331806;0.797135;10/20/38 06:15 PM;2429192.26067;2429192.27106;1800;7;298.639474147;33.0013594201;#WERT!
328;1938.71420664;11.0577;11.0577;10.6667;10.6667;0.181269;0.322559;0.773686;09/18/38 08:29 PM;2429160.35359;2429160.36398;1800;5;298.639259114;33.001411901;#WERT!
708;1953.66840942;11.0387;11.0387;10.6477;10.6477;0.181271;0.3115;0.746724;09/01/53 09:04 PM;2434622.37788;2434622.38654;1500;2;298.639273578;33.0015938085;#WERT!
355;1938.80743287;10.9712;10.9712;10.5802;10.5802;0.181382;0.32724;0.785223;10/22/38 09:42 PM;2429194.40447;2429194.41486;1800;6;298.639072948;33.0014174975;#WERT!
149;1936.68546672;11.0154;11.0154;10.6244;10.6244;0.181392;0.327731;0.786446;09/07/36 08:33 PM;2428419.35633;2428419.36672;1800;6;298.639172091;33.0015132687;#WERT!
568;1950.61309011;11.2794;11.2794;10.8884;10.8884;0.181431;0.441386;1.12247;08/12/50 10:05 PM;2433506.42078;2433506.43116;1800;6;298.639417769;33.0015331602;#WERT!
367;1938.886554;11071;11.071;10.68;10.68;0.18146;0.344449;0.829554;11/20/38 07:16 PM;2429223.30346;2429223.31385;1800;6;298.639251907;33.0014808142;#WERT!
228;1937.33478031;10.9507;10.9507;10.5597;10.5597;0.181732;0.297211;0.712641;05/03/37 12:31 AM;2428656.52159;2428656.52851;1200;5;298.639073411;33.0015262887;#WERT!
156;1936.69357253;11.5999;11.5999;11.2089;11.2089;0.182301;0.317505;0.759806;09/10/36 07:36 PM;2428422.31698;2428422.32737;1800;7;298.639012069;33.0014785024;#WERT!
333;1938.73634277;11.0532;11.0532;10.6622;10.6622;0.182326;0.335566;0.805122;09/26/38 10:31 PM;2429168.43887;2429168.4492;1800;6;298.639476264;33.0014222753;#WERT!
