11.0491,0.2205810547
10.9912,0.955657959
10.9884,0.1758422852
11.0221,0.1758422852
10.7704,0.4545288086
10.7784,0.4545288086
10.7868,0.3938598633
10.9406,0.3938598633
10.9841,0.7785263062
10.9019,0.2202453613
10.8496,0.2202453613
11.0426,0.282623291
11.0632,0.282623291
11.03,0.2853393555
11.004,0.2853393555
11.0211,0.5201416016
11.0331,0.5201416016
11.1734,0.8300170898
11.1165,0.8300170898
11.2381,0.7779922485
11.2754,0.7779922485
11.0185,0.9832458496
10.9987,0.9832458496
11.5551,0.0204772949
11.5334,0.0204772949
11.7195,0.1259765625
11.6611,0.1259765625
10.9784,0.7705993652
10.9425,0.4769592285
11.0015,0.4769592285
11.4432,0.9735107422
11.4382,0.9735107422
10.9013,0.5307312012
10.9849,0.5307312012
11.0904,0.4527893066
11.0895,0.4527893066
10.9935,0.6302490234
10.9782,0.6302490234
11.0393,0.6333618164
11.0491,0.6333618164
11.5537,0.5466308594
11.5233,0.5466308594
11.1486,0.2738342285
11.1786,0.2738342285
11.0686,0.502166748
11.0754,0.502166748
11.1128,0.7012023926
11.2276,0.7012023926
11.1559,0.5235900879
11.1789,0.5235900879
11.0558,0.4868888855
10.9629,0.4868888855
11.043,0.6567077637
11.0286,0.6567077637
10.9986,0.7475585938
10.998,0.7475585938
11.0153,0.9163513184
11.0692,0.9163513184
11.0571,0.1760559082
11.0523,0.1760559082
11.2891,0.6262207031
11.3741,0.6262207031
10.9644,0.2264709473
10.9655,0.2264709473
10.9808,0.5009460449
10.9701,0.5009460449
11.0417,0.1738929749
11.0326,0.1738929749
10.9302,0.875213623
10.9159,0.875213623
10.9658,0.2678527832
11.0088,0.2678527832
11.0811,0.9907531738
11.0743,0.9907531738
11.0205,0.1401062012
11.071,0.1401062012
11.2623,0.1799316406
11.266,0.1799316406
10.8426,0.3973083496
10.7493,0.3973083496
10.8867,0.9959106445
10.9321,0.9959106445
11.4002,0.5206718445
11.3652,0.5206718445
10.9186,0.2357788086
10.9452,0.2357788086
10.795,0.1789245605
10.7914,0.1789245605
10.8602,0.5590820313
10.9268,0.5590820313
11.3101,0.1854858398
11.3007,0.1854858398
10.9367,0.7772827148
10.9532,0.7772827148
11.3225,0.8538818359
11.4252,0.8538818359
11.1405,0.9065551758
11.1243,0.9065551758
10.7891,0.1493110657
10.8985,0.1493110657
10.8364,0.2810974121
10.8742,0.2810974121
11.0154,0.8245849609
11.0321,0.8245849609
10.8833,0.1177062988
10.8494,0.1177062988
10.9704,0.6414794922
11.0006,0.6414794922
10.8227,0.7268371582
10.832,0.7268371582
11.5105,0.4874267578
11.5999,0.4874267578
10.862,0.8497924805
11.0229,0.8497924805
10.9571,0.1948242188
11.0312,0.1948242188
11.088,0.8775024414
11.0882,0.8775024414
10.8688,0.8155822754
10.8643,0.8155822754
10.9381,0.4851989746
10.9169,0.4851989746
10.9866,0.5488891602
10.9816,0.5488891602
10.9403,0.3270874023
10.9039,0.3270874023
11.0048,0.195892334
10.9922,0.195892334
10.869,0.1456298828
10.8412,0.1456298828
10.9621,0.42578125
10.9341,0.42578125
10.9605,0.2352905273
10.9335,0.2352905273
11.3327,0.4510192871
11.3244,0.4510192871
11.5807,0.6198120117
11.5612,0.6198120117
11.3232,0.2604980469
11.3545,0.2604980469
10.9643,0.0069885254
10.983,0.0069885254
11.0039,0.1594238281
11.0385,0.1594238281
10.896,0.3216133118
10.9255,0.3216133118
10.959,0.7230834961
10.9796,0.7230834961
10.992,0.5157775879
11.0235,0.5157775879
10.9314,0.8178405762
10.9507,0.8178405762
11.0063,0.4053344727
10.9598,0.4053344727
11.0711,0.3428955078
11.0842,0.3428955078
11.6012,0.6184387207
11.5966,0.6184387207
10.9368,0.1929321289
11.0252,0.1929321289
11.0814,0.7989196777
11.1019,0.7989196777
11.0863,0.3347473145
11.0896,0.3347473145
10.9866,0.8440551758
11.0223,0.8440551758
11.0941,0.2508544922
11.0283,0.2508544922
11.1591,0.674987793
11.0949,0.674987793
11.0705,0.6272888184
11.0987,0.6272888184
11.1539,0.2543945313
11.1791,0.2543945313
11.0036,0.4013061523
10.9425,0.4013061523
10.9961,0.9977111816
11.0202,0.9977111816
11.1359,0.9455871582
11.1733,0.9455871582
11.3701,0.7973022461
11.4111,0.7973022461
11.1084,0.7569580078
11.1321,0.7569580078
11.0447,0.5577087402
11.0744,0.5577087402
11.1003,0.8020019531
11.1263,0.8020019531
11.1119,0.3213500977
11.0716,0.3213500977
11.3899,0.5409240723
11.3743,0.5409240723
11.1475,0.5040512085
11.185,0.5040512085
10.655,0.1225891113
10.6272,0.1225891113
10.9194,0.4937133789
10.9185,0.4937133789
11.3432,0.3432006836
11.3311,0.3432006836
11.5443,0.715423584
11.5659,0.715423584
11.0654,0.0214538574
