"row_id","jd_mid","bmag","plate_id","filename_preview"
"72","2428095.32821","11.4382","4368","LA04662_pre.jpg"
"73","2428096.27561","10.9849","4369","LA04663_pre.jpg"
"74","2428096.27561","10.9013","4369","LA04663_pre.jpg"
"75","2428095.32821","11.4432","4368","LA04662_pre.jpg"
"76","2428096.30678","11.0895","4370","LA04664_pre.jpg"
"77","2428096.30678","11.0904","4370","LA04664_pre.jpg"
"78","2428096.33293","10.9782","4371","LA04665_pre.jpg"
"79","2428096.33293","10.9935","4371","LA04665_pre.jpg"
"80","2428097.25661","11.0491","4372","LA04667_pre.jpg"
"81","2428097.25661","11.0393","4372","LA04667_pre.jpg"
"82","2428097.38313","11.5233","4373","LA04668_pre.jpg"
"83","2428097.38313","11.5537","4373","LA04668_pre.jpg"
"84","2428097.44256","11.1786","4374","LA04669_pre.jpg"
"85","2428097.44256","11.1486","4374","LA04669_pre.jpg"
"86","2428098.28954","11.0754","4377","LA04672_pre.jpg"
"87","2428098.28954","11.0686","4377","LA04672_pre.jpg"
"88","2428098.38339","11.2276","4378","LA04673_pre.jpg"
"89","2428098.45888","11.1789","4379","LA04674_pre.jpg"
"90","2428098.38339","11.1128","4378","LA04673_pre.jpg"
"91","2428098.45888","11.1559","4379","LA04674_pre.jpg"
